polarity,text
0,It's raining really hard here 
0,Off to trivia night. @xnicolo not the same without u 
1,"yarn people are the best, I had raised $150 for Relay at 5pm and by 6 reached $500, now I've raised $2,230, all for a chance at free yarn "
1,http://twitpic.com/6scek - home swt home  out &amp;about w@tash_spice
0,Does anyone want to pet a rabbit? Why weren't lops the smallest (they're so cute...)? I'd be happy with a lovely Polish still. Bunny! 
0,I've got two 24&quot; Mac monitors on my desk - but I've been getting neck ache  So I've hidden half of one behind the other - so decadent!!
0,my cat stole my chair 
0,playing with his new mac pro...and slightly disappointed 
1,@living_autism 
1,watching The Tudors with the parents. this is the most activity ive had all day 
0,"Can't weit for Mia to get up and come on bearshare, we didn't talk for 3 days "
1,first nice day in about two weeks...what to do???? i'm beside my w/ possibilities 
0,feels like stranger in they life......  http://plurk.com/p/12dnvg
1,is now employed  x
1,@renagades read your blog and posted. 
0,#bgt not the best song for her 
1,"Ha, it can't decide . One minute it has a girlfriend than it has a husband . Whatever it is, its a player "
0,"@Ipswich772 I bought him a shirt XD, he's at work now though so he hasn't seen it. "
0,@heavenlee732 Sorry 
1,@kerry_jane congrats on CYT! The only requirement to join us for Celebrate Life Retreat is to be a YES! to life.  Enjoy your weekend! Arek
1,"@GetMeVideo Sorry, not my forte,  Ask me about #trading, #scalping the dax and I can answer "
1,@MelissaEGilbert  very nice! Taken by Sara?
0,@smont *click* Page Load Error - Address Not Found   
1,Dance and sing through life... It makes things more interesting!! 
0,Just waiting for everyone to wake up so I can stop talking to myself  http://myloc.me/5ASd
0,@faithvspiper what don't you like? 
0,I think if I have to deal with another rainy day...they're going to have to put me in a rubber room 
1,http://twitpic.com/6tsv9 - @chloe_edwards ... thought i'd send this to you 
0,Looking after bro.....anoooyyinnggg.....now he's yelling at me 
0,"OMG!!! Ally on Comedy Central! Lovely crazy Ally! Yeeehaaaaa... Barry Manilow, hahahaha, love this season... so funny... but still sad... "
1,I just love how Taylor Swift changes her outfit onstage! haha! It surprises me. Awesome job Taylor!! 
1,http://twitpic.com/6qeze - New ink 
0,boredddddddddddd.  i need money for beer. 
1,Hey sdoin Tweeters  lmao xx
0,"off to see new Terminator for #GeekPanel, which I was really excited about until everyone in the US shit-canned it "
1,going on  a bike ride 
1,"@havana_ Yeah, I was happy  I can't wait to come out there and visit. We definitely got to meet up. My fiance fam is in Watts LOL"
0,"Interview with a major Firm @ 5:15...its 2:39 and I gotta be out the do0r @ 3...where's my tie, sox and chapstick?!  "
1,"@JGFMK thanks for the twits and linkedin invite, gonna update the #xwiki plugin with macro support soon, been working on a #gae app "
0,@Mary_R_Roberts Sorry!!!! It really does stink. For &quot;HER&quot;.  
0,man this is a load!  its not real. Its surreal.
1,I guess after today on the building site I will know all there is to know about self-sufficient heating systems... 
1,@kirstiealley Glamorous song for a Glamorous Kirstie  what ya think? http://bit.ly/StbpW
0,"Scenes from my commute, day 36. No line? I guess others like me have an iPhone that's only a month old   http://twitpic.com/7sry7"
1,@yokoono And TRUE love casts out all fear and negativity! 
1,i finally remembered to tweet. then remembered only four people will see it 
0,"had a great party and birthday! On the down side, someone wishes to &quot;talk&quot; to me tomorrow while I clean up after tonight "
0,Gettin anxious now this time next week i will be paking the car up ready for a long drive to london for Tristans MRI so nervous 
0,@thisisguan 
0,Back from church. Making hot pockets for me and jarrÃ© and jessie. Sad it was Lin's last day here. She leaves tomorrow. 
1,@AkikoKim invite them over for a homecooked meal 
0,screeching weasel is in austin tomorrow but it's already sold out!  gat damn it!
0,Georgia Theatre!   http://tinyurl.com/nez487
1,"zombie party was fun  bffs are buzzed, going home now! get thaaaat"
0,"Oh and something big will be happening within the next month or two in my life! I'm not sure if I'm allowed to say anything, though  ugh"
1,going to my friend's graduation later today.  
1,@Kait_O haha .. i'm from philippines!  i just want to follow you!
1,@AlaskaPhotos Thank you for the #followfriday! 
1,@davidgillespie bc i've been renting for the last little while to feel it out.... now i know for sure i want one! any good brands recos? 
0,Busy day ahead. Meetings and budget forecasting. 
0,i'm feeling really lakeland-sick right now. i just want to jump back into last semester   can't wait to see everyone again
1,@zeedlle hell yeah! Should be interesting at least 
0,"about to go for a run, oooo its hurts "
1,"@BaunFire he's still sleeping now haha, but felt a lot better on the way home  and i wished we couldve stayed longer too! &lt;3"
0,is in the middle of a long and stressful situation. I miss my Mom and just want her to be okay. Reality is cruel right now. 
0,"Off to school  @SaraBOSSY I wonder if we'll just watch movies for these last 3 weeks of school, since he said there is no more tests"
0,@endorphite you've lost me now!! Don't have sky  its a sore point!! Am i borin you yet?! You havin a bottle...of wine 2nite
0,"is going to watch the brewer game, eat soup, play sims and sit in a vaporizer filled room. stupid cold. this sucks. "
1,@cnystedt I will.. 
1,@MandyPandy32 not even a subtle one that 
0,I need a haircut.  i need more weave too.  but im poor. 
1,@edededed just me sing I could speak!! Anytime 
0,@cplater that is for the 3G S version 
1,"Listening 2 itunes, Me and teresa leave for the beach tomorrow!!!!!!! "
1,church...then off to help Becky with her preggo Mexican Craving at lunch. 
0,Coming down with an illness 
1,"@DebBee80 There I did it, now watch me get no response like a moron. Thanks! "
0,@hallucinations Yeah.! Some work going on..! 
1,got an A in english again  yay..  but a D- in maths 
0,@nineinchnails why do all photoblog links leave me at the homepage instead of linking to the photo? 
1,OMG @mileycyrus looks awesome i love the dress and the shoes 
0,@nobzy Yeah it's ages 
0,@amytuggle i won't be here for rsf either  heading home tomorrow
0,@shadafuxupbitxh u know I would babes.but I have to be some where in like an hour. 
1,@AngelFire5168 (Kailey) Its fun to keep you in suspence. 
0,"@MWEB1 i agree lol, i could stand to lose ALOT of weight tbf but dont like being dicked around by stupid JC ppl "
0, having my friends drop me off was a bad idea. i miss you guys already. two months? seriously?
0,@Darkhoe you know the air france plane crashed? and all 228 people died 
0,@caitlinlavergne they are going to destin  I want to go to the beach so bad...but I'd rather $work$.
0,Last day with my sisters here 
1,@emmmyj what's in Baltimore? And who is the new boy that you haven't told me about? 
1,"@Lena_ ooo, is there much there yet? I bet everyone in SF is going Apple mad ready for Monday! "
0,"thanks daddy, make me feel bad about growing up "
1,@jm_anderson they trotted off too quickly for me to get a snap 
1,"Oh, I'll be there. It's kata week. "
0,@NursingDrPepper YO. whats up with the lack of contact?!  *grabby hands*
0,"I'm bummed, how does Madden support 32 people in online franchise, but NCAA only 12 in OD  #e3"
0,@gfalcone601 can you tell the boys that they have to come to Germany  we want to see them too
1,48 days till brighton 
1,@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired 
1,ohh!! so i will call him to tell him to go to ur house 
0,I am DONE with math. almost done with school! but getting ready for math and science 
1,@Astro_Mike Awesome!  I'm so excited for you.  
1,I will also inform about opportunities to get free licenses of commercial software. Enjoy! 
1,back from walk with the dog &amp;&amp; drinking white grape juice 
0,"wants to just... melt away into the peace and quiet. I miss my Vanessa, though.  http://plurk.com/p/z0l3d"
1,Goooooood Morning! Sun + no work.... 
1,It's great to be back at 'home' home. The major perk is enjoying homemade cooking not cooked by me! 
1,"@InviteArtist Oh about a week, I think last Saturday it was nice. But, we will have lovely gardens, so I shouldn't complain! "
1,"Anywho, GOOD MORNING TWITTERRRRRRR!  I got up before anybody else! Partially thanks to Boots. thank yew boots &lt;3"
1,@nick_carter I take it you crack yourself up! haha  Cute pic! &lt;3
0,Learning semantics of control system software... *yawn* 
0,is still working 
1,"Home. Should be in the bed, but I'm just super duper excited about tomorrow. "
1,"Off for 2 days training, brushing up my skills in proofreading and editing.  Just love learning "
1,@mutle Will do  Check my blog during WWDC for daily updates.
1,@WampaDan Why does the name WampaSpam go through my mind?  
0,Matric Dance after party here I come! then its study time 
0,@__earth Was this announced somewhere. I somehow missed this... 
1,"@Sarahnator83 Me too, but I have no idea why.  Hehehe.  "
1,@Leahs_Story I'm sure your sister appreciates having 'big sis' there as she's getting ready for the wedding.  Always so much to do. 
1,@warrenellis major bot problem. What a life. 
1,@TheSUPERGIRL pretty good 
1,@theunrealWoody Will try to find the link. DreamTwitter could be a possibility 
0,@cjoffe27 take a look at my tweets from about 5 minutes ago and read the devastating news! 
0,@preclude  sorry not until school ends ! 
1,Baking cakes with my Momma! ) 
1,@kirstiealley so u had CRACK for lunch??? Nice. Have a few APPLES after dinner.   I'm heading to the gym in a few.
1,"chicken soup and wagyu.  A dinner fit for a King , yummy "
1,@everyoneingvl You're welcome 
1,@jimyvr YAY im an ALIEN  from GREECE
0,watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.
1,@Stang5_0 What are you watching...or do I wanna know?!?  
0,is peeved that Kym only just joined twitter and almost has more followers than me 
1,@AshlyR4 haii you go to germany? 
1,http://twitpic.com/6g8f9 - Me and the tot in our jammiez 
1,@societyofotaku I'm stuck on the Chrono Cross OST lately 
0,@taylorswift13 does the show ever air again? the red wings game is on so it's not on in the eastern states 
0,im cutting pics out of magazines of ppl with nice hair cuts cos my work is forcing me to do a reeeeeeeeeeeally boring project on it 
1,"@Jeslikeme hey  ,,,,yes shes my first cousin "
1,Just upgraded some new features of the site... very exciting! Can't wait for you guys to check it out 
0,headache 
1,On my way down to the doctor's for a jab :| other than that i feel pretty good. 
1,right now watchon BROWN SUGAR. i love dat movie.  and im being creative finishing chuck&amp;blair vid.  turning out pretty good.
0,@MattyLeppard NOOOO I DIDNT  OMGGGG i don't do mornings arghhh it better be on iplayer the beautiful souls of @Jonasbrothers 
1,@greenteagirl yes ma'am!  
0,Leaving Jamaica tomorrow heading back to London awwwwww had such a great time we don't want to leave  
1,@thiswayup I'll have to look that one up. plenty of sunshine for the long weekend... just how I like it 
0,@lovely_kel we'll figure it out. still no text haha 
1,"put videos on youtube. TENNA &amp; PERNiLLE SHOW. looook  Parodie on @ddlovato and selena gomez  Sorry guys, but its just fun "
1,Last day at MV Apple  Thank god I dont gotta hang out with joesoliman anymore 
0,@sminchin1977 sorry to hear you're unwell.  It's the school holiday syndrome again 
1,Last day of college! After i frantically get this photog work in i can relax 
1,watching news about Haji in Mekkah.leader of them crying when gives a statement.so pathatic they are.hope this year more better 
0,off to work in this heat 
1,Hitten the hay. Have a good nite everyone. Nighty nite. 
1,Hadda Great Time Wif Da Wifey 
0,@mileycyrus i can't vote i'm only able to votefor the best movie but not more  could u say what i can do ??
0,@joyroett We miss you 
1,"Horny,sex,dat released some strees.....  ...Viï¿½ï¿½egas... "
1,Watching Family Guy  And waiting for my man and my ice cream to get home.     
1,love &amp; peace guys just chill dudes   =D
1,http://twitpic.com/6ai5r - I LOVE Lacy 
1,"@michaelastegall Dad wants the computer. I'll see you tomorrow. Fun experience, yes.  Night. X"
0,@kelalea You told me you were sleeping. 
1,I have dance today at eleven  Yay
0,"Awwh poor fluffy princess homeless uncle rico     also, awwh poor tiff and her phone  "
0,@linhbergh oh man! such a hot car. makes me want that width! if only they were light  i might have to roll two sets of wheels
1,@kg86 i kno man just kidding !! 
0,@Moonchild66 I think it would be ok with a tarantula! It's the really fast medium ones with fat legs that I'm no good with...  shivers 
1,Wishing all the mommies a happy mother's day 
0,"@antpantss omg that's not even close to even!! my jealousy is greater than yours, soz "
0,"@SomeKuwaitiya I don't know really , trying everything I could do "
0,@Selestina118 i am not that tech savvy 
0,I guess I poisend myself by cleaning the bathroom. 
0,@Ste1987 Oh dear mate 2-0 down  hope the 2nd half picks up for you!
0,"@ursweetdesire sorry you're bored, hun. Me tried.  You should answer your phone. LOL! Miss u!! Miss me?"
1,@clahhh23 thanks. 
1,"@veronicaeye The rich, rich irony that moms (mom bloggers) might be the # majority in this chat. "
1,ittybittytiny icon cropped to pieces...guess i need to create something specific to twitter  this will do for now I have no more time.
0,Recovery  From A Night Out!
0,i need to get better!!! 
1,"Dear Twitter: Since you won't let me change my avatar without cutting off my eyes, I will change it on Facebook. xoxo, Me. "
1,Good morning friends! Concentrate on what you want to accomplish TODAY. Don't look ahead to the rest of the week. Hugs &amp; handshakes 2 ya! 
1,@simbelsim gluÅ¾i manas domas.. The same here. 
1,@theracheljones go with the lighter one... lighter colors are always better for small spaces 
1,Ok I'm getting the hang of this...twit twit!!!...here i come 
0,Damn. Just tried Cmd-R to reply in Gmail. That makes the browser reload the page 
1,@Tiffanta I already did that this morning   McFLY have no chance to win though 
1,"is spending her last night in Kauai with pineapple juice, The Hills and good friends. "
0,Thanks to my 4 hour nap I can't sleep and I'm craving for pancakes  ... LoL... Ill just watch tivo till I knock out!
1,@thomiduvigneau Thanks mister now I can also sing with my laptop 
1,is listening to my true love.... Nick Jonas  Im in LOVE!!
0,"@owlbassboy was thinking that, just wasnt sure if there is a certain type that worked better for storing photos! they are very expensive! "
0,"My rabbit just died, right in my arms, while I was giving her a bath  I'll miss her..."
1,"@joanna_haugen But we do represent well, I must say "
1,@BS_Rob Ask for a pair of Noise-cancelling headphones. 
1,@Adium k thanks. will try that 
0,@JUSTMAYA aww man  ... i want some REAL west indian rice and peas not that hood ish...lol
0,@Real_DavidCook Yes I was surprised. I was expecting Adam Lambert to win  Also I liked the song you performed in American Idol :3
1,@CarlisleSCullen I am well  I hope everything is well at the Doctors office 
1,....literature exam and my history exam   as she has a maths exam the day after french!
0,@nagota u knw u just broke my heart.... 
0,@TheYoungDiva aww i'd like to join as if i like theater but unfortunately i don't 
1,Something money can't  buy ? http://twitpic.com/68ts1 A Cub Porsche - Customized ! 
1,"oops, that was 'tea' in the last update :$ and i was such a loser to post it as 'team'. This office shit is getting on my nerves "
0,Wants the rain to go awayyyyy 
1,"goodnight! going to my grandparents tomorrow  its like a 2 hours trip, so Im gonna bring my ipod, pillow and a twilight book ;D haha"
0,bored outta mi mind....missing dustin  next weekend gotta go to mi moms for bugs b-day party!!! but have to get a tetna shot on tuesday 
1,@anca_foster How's pinky? Im sending you your daily dose of twitter virtual care 
1,@runway101 Hey Nandee babes whats goinn on!? 
0,feel like crap..i'm going to bed 
1,::Yay I can finally wear my shades! 
1,@hockeylicious you wouldn't happen to remember Ron Dugay from the Rangers? &quot;Oooh la la Dugay&quot; as the slogan went 
0,Wentworths brthday   In musicc   I hate miss badaette
0,@Zombie_Claire i'm not as husband does not like it 
1,Figuring out how to live a life where I'm my own boss... fun 
1,i've got a secret smile that i only use for special occasions - don't miss it 
1,Just spend the last 1-2hrs coding in my bedroom - how cool am I?? Time to head upstairs 
1,This is why I play paintball  http://tinyurl.com/lrtzz3
1,"@uhm1dk shatori you are simply amazing, i barely know you and your being so nice to me  the world needs more shatori's lol"
0,in soo much pain! 
1,And i am done! No thanks to someone.  Who knew I had so much sappiness in me.
1,@snowleopardess Well we can chat during it then?  x
1,@ashIeyjoy your parents are the bomb 
1,"@lennytoups LOL no, i am  #goober"
1,"yeah, yeah what is a lowland ticket worth these days? "
0,@Bubblegumneko he i weren't out of town... 
1,"moved out of the dorms, done with scad, waiting to go to Kiev soon! "
1,"hey y'all.. I had to make a new one, so delete the othere one please "
1,lolss outsidee 
0,@ducky_lovess yeahh i prolly am  boo
1,@SirCass yup little bus 
1,????????... ? ??? ????? ?????? ?? ? ?? Before The Dawn http://www.beforethedawn.com/ 
0,doesn't get twitter.  
1,@KaveyF Good morning 
0,@nell_xo no worries! Thought I'd have to watch pain dry but found Mystic River good film so far - no digital in bedroom 
0,"@rogueclown Yeah, and then leaving tomorrow morning "
1,@TeekDaFreekCxC Hola 
0,Got about twenty torrents downloading as we speak... accidentally deleted all my music. 
1,Ended up watching #bgt final. Why? I'd not watched any of the previous shows. Back to coding 
0,@Deadria101 haha you guys are up early! And yes I hate it when it's over! Means I have to go deal with some a-holes!  LOL
1,OGC   (Really Dirty If you turn it 90 degrees anticlockwise LMFAO) 
0,@digitalizzm hahaha agree.especially since we podium hogged!but I left after bump 
1,Eating beef stew then going to fix me smore's for dessert yummm 
0,"@nickie72 , no wasn't allowed to do that in school, was forced to do double science instead!!  lol"
1,@LaneySmiles you know you lvoe me! 
0,Dear Garmin Forunner 205 pleaseeeeee turn on. 
0,God damn why does my knee hurt? 
0,Blerg.  Can I get to NYC by 6:30 on June 17?  I feel like I can't 
1,"Lots of work to doooo. Lots of reading, deciding &amp; writing. Intimidating but such a thrill "
1,@dotthe good news. all's fine over in these quarters 
1,"@bentsinister I'm not sure about it being better, but it's definitely good "
1,Getting ready for tonight  http://mypict.me/22Ox
1,@timstaines I'm using http://FriendOrFollow.com/ and have been for a while. It's been a great tool for my research with export to .csv 
0,bored bored bored  someone entertain me pleaseee 
1,Ugh! Finaly leaving work!!  home to change for luau!
1,@jo_scrawls Thanks so much for the tweet 
1,I actually feel good right now.  finally home. Reading in bed... Then going to sleep
1,@NathalieCaron LOL! Doing ok here in the future.  And you? How are things in the not so distant past?
0,I wish Ava Gardner hadn't aborted Frank Sinatra's baby  Could you Imagine what potential that child had?
0,That wedding was awesome! I finally danced even though it was completely nerdy. I didn't want to leave poor Taylor 
0,i wanna watch the laker game but i cant 
0,@meganecoyne I have ur flip flops yay! I'll leave them with @sharkins431 if ur not there 4 some crazy reason like work 
1,high riding an electrical scooter= 
1,"sigh, no luck findin info for non rev flying, but i did get my dad's login info! lol. time to join my baby in dreamland "
1,"D'Ibiza Time! Looking For Candidates To Join Me For A Summer Vacation To Europe!  St. Tropez, Monaco, Ibiza, Spain...  It'll Be Fun"
0,I need to get somethin on my stomach before I pass out 
0,@mrzhollywood: I'm mad. Niggas stay dissin my thunder 
1,@bradiewebbstack thats so cute  you and shaun talk over twitter haha your super cool  so is shaun  and andy! when r u coming 2 perth?x
1,"86,400 seconds in a day!!!   wooow!      lol"
0,That crash is scary...just to think I was on the redline this morning   sending my prayers out to all.
0,Finally home. That was a long server migration 
0,thinking of him 
1,@brendonuriesays oh hey bden. the ;) is back. joy. 
0,"is back, where's wabbit?? "
0,"&quot;Thank you&quot; : 2 little words, one breath, less than 1calorie, yet people use it less and less and less "
0,Waldo tienee sueÃ±oO! 
0,@LIVESTRONGCEO 5 - 0 redwings after 2 periods. go pens 
1,@LadyWoodpecker I have been looking at your photo gallery - love the pictures 
0,@jonaskevin YUMM I dont get macca's much cause its like an hour away 
0,wants him so much it's not funny!! 
1,@SexciiCandii hey mama  i see u getting into twitter
1,A hot day. Sweeeeeeet 
1,"@bmthofficial i met you in american apparel yesterday, thanks for letting me take pics, i hope i didn't bother you "
0,Tom.'s going 2B another bad day b/c of my superstitions.I have a trecherous fear of seeing 11:34 on digi clocks.Says 'Hell' upside down 
0,oh no. tennis david henrie is out of the french open 
1,@Pebblesy NANNA! (can you knit me a scarf for motorbicycling please?   )
0,failed miserably at the friendship bracelet  still need a home for little bella.
0,"i could cry right now  this phone has my entire summer schedule on it  and my alarms, and contacts and notes!!  :'( not in a good mood"
1,@normaltusker so lets start tweet-o-holics anonymous 
0,"Needs to find a new apartment, I'm sick of ghettoville "
0,"Finally, i found out that it's the problem of jrails which set the accept header for each request,   Now i manage that myself."
1,I am AT LEAST a Chef 
1,"Doing a new blog post tomorrow for the 1st of June, will be a listing of 5 must have plugins for WordPress. "
0,if things dont improve I'm looking for another job 
1,Doing some prep work for next rehearsal of THE MYSTERIES @ The Belgrade Theatre - always inspires me.... 
1,"@EileenLeft ah ok, thought this was his first campaign "
1,@waipei thats good too hehehe 
1,"just woke up, work at noon "
1,"Sour Sally-ing (again and again) my fave topings are almond, mochi, nata de coco "
1,being a good big sister... took ryry to the pool and to get a smoothie  now chillin like a villain then going to see the hangover!
0,"After about a week, I'll admit that 50 degress is kind of a ridiculous temp to set your thermostat to-even if AC's included in your rent "
1,@don_marsh I take it you went to the one up in North Conway?  
0,@tayfaceee do you like my Boston accent? Because most people make fun of it 
1, might be joining a BAND!!
0,"I'm going to miss the Bar Mitzva in the kibbutz  ho well, I guess I'll have fun in somewhere else instead- Kfar Saba (:"
0,Argh im in such a shitty mood!  meh x
1,Ice cream and #smallville! Doesn't get much better 
1,@Franklero you seem so cute when your angry  aww ^___^
0,Super tired! It's Been a LONG ass day on only 4 hours of sleep!! 
0,"@Ephebophilia I would, but I ate it all  next time!"
1,@mrhigher shoot I got breakfast already infront of me 
0,wow. it's raining scary outside. 
0,@jeremyredmore soooooo gorgeous right??? i wish i had my camera 
0,My stomach frequently feels ill after eating in our cafeteria. 
1,ii loooovvvveeee youuuu!  &lt;3
1,i dont think i will EVER get sick of this movie.  
1,very very tired 
1,"@cmcadams Wow, that's mean.      He is pretty famous, so he's newsworthy.  I don't always agree with everything we do either."
1,@TheRealDJames g'nite 
0,@ashleyedner they dont support 'toys for tots' though 
0,@carriehartford well summer is over now Carrie. Autumn is here 
0,I'm pretty teed the 'leave the light on' shirt isn't going to be re-stocked. 
0,@lovelywings14 i hate college so much 
0,My ice cream tastes like freezer burn  makes me sad.
1,"Bad is good sometimes i think? No wait that was bad is just bad, i am confused now "
1,@jessjewlfandani same to u. Thanks for helping me keep my head up. It really helps to have a friend like u 
0,hey dont you feel sometimes like people doesnt notice ONLY you? i mean they notice everybody but not you.. 
0,"feel bad, shouldn't of had pizza last night "
1,@Juilanna I heard about you 
1,@CFJamesAllen That's a quality tune!  
0,@Bobeep 
1,"@RERingdahl: Then ignore it.  Install Dropbox on your Mac, and we'll send you an external hard drive!!"
1,Should be at EMC World right now.  JasonC make sure you learn something.  #EMCWORLD
1,@marybethash MB! I talked to apoozo today and all I cld thnk about was &quot;beep beep&quot; *wave* 
1,Looking for background ideas for my office when I shoot videos. Maybe a bookcase? I have a greenscreen 
0,Car Dirty Dita Sassy Pants might be getting a ticket as well   http://twitpic.com/6u75m
0,Trader Joe's &quot;sushi&quot; is a fail. 
1,@DHughesy not me ..... tweetdeck is awesome though 
1,@Scootaluv LOL your a good person..with a split personality ..but good job 
1,Good morning Dave Humphrey- a new follow this morning 
1,@Heyhomee WAKE UP!  enjoy your day 
1,Good Mornin! It is a fabulous new day!  Hope you all have a great Friday &amp; weekend! So Thankful for all the great friends &amp; family I have!
1,nearly there 
1,bahamas and greece in august.....partying hard before signing my life (and finances) away to school/studying 
1,I generally don't even watch TV. But this is one commercial that deserved to win at CANNES!   http://ow.ly/cH2a - Makes me want 2 swim  
0,@beccaaa94 baha thanx lol. im gonna die of dehydration now 
0,i told you I meant it this time...I have printed out things...things that should not be seen...mainly tables of excessive numbers 
1,@jim_santos  Thanks Jim (via @Chrissyisms) // you're very welcome!
0,"@Yadarfyn Yeah, can't really get inspired by anything, and any old ideas you try to rework just automatically fail "
1,@monicafrancesca I thought it was a really awesome season-ender.  Makes you also wonder who ends up with whom? 
0,just got home and is not feeling well at all...  
0,The worst thing about the summer is hayfever 
0,"clickipink is defenetly scam  look theyr forum, only Porn ower there"
0,@djMarioBee  sad sad day
1,@EasierParenting I'm going out soon. I think I will take my sunglasses AND an umbrella  #brisbaneweather
1,is cooking a roast dinner while the boys are breakdancing in the kitchen 
1,@sanasaleem there is no war a few shrines and some huts do not a city make  ahhh but they have sher squadern
0,@selenagomez and @ddlovato I am sorry for being annoying! I know... I should stop! But I just love you so much! Sorry 
1,I need to pack tonight! 
0,really doesn't want to go to orientation today 
0,"@NinJAH_NiCki hey booboo, sorry I've been MIA. Working all hrs of day and night. Now Im sick "
0,@jenjo636 its possible! lol .. i rarely sleep more than five hours 
1,@SaifSiddiqui  welcome!  So you gonna have a BBQ today? whats the best laptop screen for bright sunshine viewing?
1,"Setting things up! Working on the blog, emailing bands so much to do! "
0,Just woke up. Little girl sick.  Article day -- new article coming sometime today! http://bit.ly/HouLegalIssuesExaminer
0,@souljaboytellem awww i miss MIchigan  watch out for those chain snatchers lol
0,R.I.P Matt.  - I'm really getting sick of people dying. :'( I need a hug
1,@Natalie_McLife i watch a music DVD every night  had the same one in the past week and a half 
1,"My brother is married, what a weird feeling! Have to get used to someong else in my house "
1,watching That 70s Show! 
0,@xinch My legs hurt like HELL 
1,i can smell freedom coming.one last paper to go. and this paper will be an awesome paper.LOVE IT 
0,@lucastex such tragic news - I hate hearing that stuff. More than 200 people missing I hear 
0,@crissytioseco I KNOW RIGHT? Our photoshoot day never happened na! Boo! 
1,"Most unusual search term that led someone to 52 Clix this month? &quot;skin boils pictures&quot; No, there are no photos of skin boils on the site. "
0,I vuish I could vouish choo a happy birthday tomorrow. 
1,@softflexgirl that's pretty much all I had to ask... any further questions will be emailed though  I just don't want my pieces breaking!
1,@HorsepowerHeels Full On!!! The other rules are funny as well. No Chevys or Fords &amp; start of the race is head in parking &amp; back out! 
1,@BradleyLaw have fun at work! 
1,"Morning lot. Didnt wake up as early as i wanted (an hr ago), but thats okay. Lots of laundry to do today. But 1st, breakfast. Yumm.. "
0,i miss my people back in orlando 
0,@KierDarby That's a sad sad sad fact. 
0,@Audio_Rush oh wells. i can complain all i want now aboutt school. i want to be out already 
0,@kylielane Mark said that you guys were watching movies tonight. Me and Andrew just ended up going to see a movie by ourselves.  Tmrw?
1,@MCPrince Good Luck!!!! You're goin to be great!! 
0,Tryna keep my mind clear.. but its almost a year that my fav cuz left me 4 good.     :::R.I.P::: REKO
1,@benjamin_cook David Tennant is one extremely good looking man Ben. Enough to turn gay women straight 
0,Must stop exploring new phone and sleep. Exhausted. Want to read sooo bad. 
1,@troytaylor86 LOVE UR WORK N EVERYTHING U DO 
0,@Domness aww baad timess tbh.. haha oh goshh mega boring.. im just startin collegework..grr  ha!
1,@josh909 thanks...do you guys have a showroom as well? Wanted to chk them out in the flesh. Quite cool lamps and the wife is impressed 
1,enjoying a rainy day ... grateful ... in a couple of days off to London ... so exciting ... grateful 
1,"@Nemi72 I understand..some things can't be avoided   Good timing on the walk, but I do enjoy a walk in the rain too, if not raining hard"
1,"Watch out @guyzo - coming soon, #tweetbreak on Channel 99 courtesy of @NitzanHorowitz  BTW, @kfirpravda, how about questions from Knesset?"
0,i'm effin tired 
1,"@Pink awwwwwwww.  i introduce u to Geni, http://twitpic.com/4hc2b the dog tht wont stop hi5in me :p"
0,@sarahjbates 4/5 times I've been in arms reach of him I get no love  I actually cried at the state college pa show cuz of him!
1,@amyshell LOL 
1,@mileycyrus good luck 
1,... a great start to Gallery 2   http://tr.im/kXHZ Museum of Curiosity #radio4
0,painting my nails 
0,"gettting pissed off with infamous, can't do this sub mission "
1,@mediatemple please make uk domain names available as registration option. I want to move everything into one place 
0,mets down 4 to one 
1,@katealaurel :red is also one fewer character to type. 
0,"FUCK things not being available in australia, wankers. No Hulu, No Spotify, No Pandora, No Last Fm radio  *sulks*"
0,My head hurts so much!  Might just go to bed early...
0,"@emlarfx Well, I wish I could tell you more but I don't know yet. "
1,@crazymikesapps Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1,"@carlamarinho Follow, follow, follow, follow,  Follow the Yellow Brick Road "
1,"@meedee64 Yeah, ooops alright lol  You enjoy your Monday off *sobs uncontrollably in cupped palms*"
1,I want to watch the MTV movie awards with @caitlinnnc 
1,Hoping the sun lasts today 
1,i am learning with piczo.com and twitter.com 
0,@BeccaxVipx every weekend is to short i think ... i mean two days thatï¿½s not really much 
1,@MzVickie007 i just thought stay away from unknown at least for this bright Friday; its so wonderful outside-love Chi when its bright 
0,@RebeccaMasters last 24 hours together for over 2 weeks. 
1,Just got done getting my hair braided. cha chea 
1,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite 
0,@heenix that sucks 
1,@MacFormat_UK Brilliant - will check it out thanks 
1,about to go to the pool 
0,"Oh starbucks, I wanted a mocha and you made me a white mocha. "
1,"sitting in the garden, preparing my mini laptop for a holiday in Portugal "
1,@TheRealMrRiley  
1,YEAY my teacher wil teach my brother. So no course for today until the first day of new term  http://myloc.me/2l3o
0,I miss my babyyy 
0,had to take out my contacts.. now i have the worst headache ever. 
1,THE SHOW IS ROCKING! @iamglennie reports that @donniewahlberg has her &quot;uterus twitching&quot;!  That's my boy 
1,"@refactoringdr yeah, but if a lunatic comes into your church and starts shooting, you'll be able to tweet the news out much faster now "
